model | Swap | player | real | adversaire | user | m_true | 5 | f_true | 15 | m_false | 14 | f_false | 6 | male_precision | 0.68 | male_recall | 0.79 | male_f1 | 0.73 | female_precision | 0.81 | female_recall | 0.78 | female_f1 | 0.79 | accuracy | 0.77 | gan_decay | Unknow | gan_learning | Unknow | gan_batch | Unknow | gan_size | Unknow | gan_epochs | Unknow
model | GAN | player | real | adversaire | user | m_true | 8 | f_true | 26 | m_false | 22 | f_false | 6 | male_precision | 0.75 | male_recall | 0.64 | male_f1 | 0.69 | female_precision | 0.86 | female_recall | 0.74 | female_f1 | 0.8 | accuracy | 0.76 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 1 | f_true | 39 | m_false | 23 | f_false | 1 | male_precision | 0.68 | male_recall | 0.69 | male_f1 | 0.69 | female_precision | 0.92 | female_recall | 0.68 | female_f1 | 0.79 | accuracy | 0.75 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 10 | f_true | 30 | m_false | 24 | f_false | 0 | male_precision | 0.77 | male_recall | 0.62 | male_f1 | 0.69 | female_precision | 0.85 | female_recall | 0.75 | female_f1 | 0.8 | accuracy | 0.76 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 5 | f_true | 30 | m_false | 20 | f_false | 10 | male_precision | 0.72 | male_recall | 0.65 | male_f1 | 0.69 | female_precision | 0.89 | female_recall | 0.71 | female_f1 | 0.79 | accuracy | 0.75 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 7 | f_true | 31 | m_false | 26 | f_false | 2 | male_precision | 0.74 | male_recall | 0.63 | male_f1 | 0.68 | female_precision | 0.88 | female_recall | 0.72 | female_f1 | 0.79 | accuracy | 0.76 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 4 | f_true | 34 | m_false | 27 | f_false | 2 | male_precision | 0.71 | male_recall | 0.66 | male_f1 | 0.68 | female_precision | 0.89 | female_recall | 0.71 | female_f1 | 0.79 | accuracy | 0.75 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 3 | f_true | 37 | m_false | 28 | f_false | 0 | male_precision | 0.7 | male_recall | 0.67 | male_f1 | 0.69 | female_precision | 0.9 | female_recall | 0.7 | female_f1 | 0.79 | accuracy | 0.75 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 6 | f_true | 30 | m_false | 24 | f_false | 9 | male_precision | 0.73 | male_recall | 0.66 | male_f1 | 0.68 | female_precision | 0.89 | female_recall | 0.71 | female_f1 | 0.79 | accuracy | 0.75 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 9 | f_true | 31 | m_false | 18 | f_false | 12 | male_precision | 0.76 | male_recall | 0.63 | male_f1 | 0.68 | female_precision | 0.87 | female_recall | 0.73 | female_f1 | 0.79 | accuracy | 0.76 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 2 | f_true | 38 | m_false | 28 | f_false | 3 | male_precision | 0.69 | male_recall | 0.68 | male_f1 | 0.68 | female_precision | 0.91 | female_recall | 0.69 | female_f1 | 0.79 | accuracy | 0.75 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 8 | f_true | 32 | m_false | 32 | f_false | 0 | male_precision | 0.75 | male_recall | 0.64 | male_f1 | 0.69 | female_precision | 0.86 | female_recall | 0.74 | female_f1 | 0.8 | accuracy | 0.76 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 1 | f_true | 33 | m_false | 28 | f_false | 11 | male_precision | 0.68 | male_recall | 0.69 | male_f1 | 0.69 | female_precision | 0.92 | female_recall | 0.68 | female_f1 | 0.79 | accuracy | 0.75 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | user | m_true | 10 | f_true | 30 | m_false | 34 | f_false | 0 | male_precision | 0.77 | male_recall | 0.62 | male_f1 | 0.69 | female_precision | 0.85 | female_recall | 0.75 | female_f1 | 0.8 | accuracy | 0.76 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 25 | f_true | 15 | m_false | 1 | f_false | 0 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 26 | f_true | 17 | m_false | 4 | f_false | 1 | male_precision | 0.95 | male_recall | 0.93 | male_f1 | 0.94 | female_precision | 0.93 | female_recall | 0.95 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 26 | f_true | 12 | m_false | 5 | f_false | 0 | male_precision | 0.97 | male_recall | 0.91 | male_f1 | 0.94 | female_precision | 0.92 | female_recall | 0.97 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 24 | f_true | 14 | m_false | 4 | f_false | 2 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 27 | f_true | 10 | m_false | 5 | f_false | 3 | male_precision | 0.98 | male_recall | 0.9 | male_f1 | 0.94 | female_precision | 0.91 | female_recall | 0.98 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 30 | f_true | 10 | m_false | 6 | f_false | 0 | male_precision | 0.99 | male_recall | 0.89 | male_f1 | 0.94 | female_precision | 0.9 | female_recall | 0.99 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 22 | f_true | 18 | m_false | 7 | f_false | 0 | male_precision | 0.94 | male_recall | 0.94 | male_f1 | 0.94 | female_precision | 0.95 | female_recall | 0.95 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 28 | f_true | 6 | m_false | 8 | f_false | 6 | male_precision | 0.98 | male_recall | 0.88 | male_f1 | 0.93 | female_precision | 0.89 | female_recall | 0.98 | female_f1 | 0.93 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 21 | f_true | 15 | m_false | 9 | f_false | 4 | male_precision | 0.93 | male_recall | 0.95 | male_f1 | 0.94 | female_precision | 0.96 | female_recall | 0.94 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 29 | f_true | 11 | m_false | 10 | f_false | 0 | male_precision | 0.99 | male_recall | 0.87 | male_f1 | 0.93 | female_precision | 0.88 | female_recall | 0.98 | female_f1 | 0.93 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 25 | f_true | 15 | m_false | 11 | f_false | 0 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 23 | f_true | 14 | m_false | 8 | f_false | 7 | male_precision | 0.95 | male_recall | 0.93 | male_f1 | 0.94 | female_precision | 0.93 | female_recall | 0.95 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 26 | f_true | 14 | m_false | 11 | f_false | 2 | male_precision | 0.97 | male_recall | 0.91 | male_f1 | 0.94 | female_precision | 0.92 | female_recall | 0.97 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 24 | f_true | 16 | m_false | 10 | f_false | 4 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 27 | f_true | 13 | m_false | 15 | f_false | 0 | male_precision | 0.98 | male_recall | 0.9 | male_f1 | 0.94 | female_precision | 0.91 | female_recall | 0.98 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 25 | f_true | 12 | m_false | 1 | f_false | 3 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 23 | f_true | 17 | m_false | 2 | f_false | 0 | male_precision | 0.95 | male_recall | 0.93 | male_f1 | 0.94 | female_precision | 0.93 | female_recall | 0.95 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 20 | f_true | 12 | m_false | 3 | f_false | 8 | male_precision | 0.97 | male_recall | 0.91 | male_f1 | 0.94 | female_precision | 0.92 | female_recall | 0.97 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 24 | f_true | 16 | m_false | 4 | f_false | 0 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 27 | f_true | 9 | m_false | 5 | f_false | 4 | male_precision | 0.98 | male_recall | 0.9 | male_f1 | 0.94 | female_precision | 0.91 | female_recall | 0.98 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 30 | f_true | 10 | m_false | 6 | f_false | 0 | male_precision | 0.99 | male_recall | 0.89 | male_f1 | 0.94 | female_precision | 0.9 | female_recall | 0.99 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 22 | f_true | 12 | m_false | 9 | f_false | 4 | male_precision | 0.94 | male_recall | 0.94 | male_f1 | 0.94 | female_precision | 0.95 | female_recall | 0.95 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 28 | f_true | 12 | m_false | 7 | f_false | 1 | male_precision | 0.98 | male_recall | 0.88 | male_f1 | 0.93 | female_precision | 0.89 | female_recall | 0.98 | female_f1 | 0.93 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 22 | f_true | 19 | m_false | 5 | f_false | 3 | male_precision | 0.93 | male_recall | 0.95 | male_f1 | 0.94 | female_precision | 0.96 | female_recall | 0.94 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 29 | f_true | 11 | m_false | 10 | f_false | 0 | male_precision | 0.99 | male_recall | 0.87 | male_f1 | 0.93 | female_precision | 0.88 | female_recall | 0.98 | female_f1 | 0.93 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 18 | f_true | 15 | m_false | 11 | f_false | 7 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 23 | f_true | 17 | m_false | 12 | f_false | 0 | male_precision | 0.95 | male_recall | 0.93 | male_f1 | 0.94 | female_precision | 0.93 | female_recall | 0.95 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 26 | f_true | 14 | m_false | 2 | f_false | 11 | male_precision | 0.97 | male_recall | 0.91 | male_f1 | 0.94 | female_precision | 0.92 | female_recall | 0.97 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 24 | f_true | 16 | m_false | 14 | f_false | 0 | male_precision | 0.96 | male_recall | 0.92 | male_f1 | 0.94 | female_precision | 0.94 | female_recall | 0.96 | female_f1 | 0.95 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
model | GAN | player | real | adversaire | machine | m_true | 21 | f_true | 13 | m_false | 13 | f_false | 8 | male_precision | 0.98 | male_recall | 0.9 | male_f1 | 0.94 | female_precision | 0.91 | female_recall | 0.98 | female_f1 | 0.94 | accuracy | 0.95 | gan_decay | 48 | gan_learning | 0.002 | gan_batch | 1 | gan_size | 256 | gan_epochs | 161
